,obsid,obsdate,ra,dec,subclass,mag5,z,z_err,rv,rv_err,logg,logg_err,teff,teff_err,feh,feh_err
32782,629304175,11/01/2018,173.989113,6.027383,dM0,17.24150085,-0.00012028,7.84E-06,,,4.933,0.17,3796.64,84.99,,
7287,235614051,21/04/2014,225.114564,22.853345,G8,-999,-8.89E-05,3.16E-05,-26.65,9.46,4.592,0.209,5332.45,127.16,-0.211,0.137
50572,133209006,08/03/2013,98.713808,28.415887,F7,-999,-8.01E-05,2.28E-05,-24.02,6.84,4.044,0.157,6229.96,95.14,-0.203,0.103
41083,758813156,28/10/2019,102.31278,24.0314017,G5,13.07999992,-3.09E-05,1.11E-05,-9.26,3.34,2.347,0.035,4861.45,25.05,-0.419,0.021
729,603516096,20/11/2017,108.07657,56.496195,K3,-999,-7.93E-05,0.00024698,,,,,,,,
6297,46704177,12/03/2012,111.47263,6.7109254,F0,-999,0.00010256,1.37E-05,,,,,,,,
96645,99304238,31/12/2012,118.99346,28.083381,G3,-999,2.14E-05,2.14E-05,6.42,6.42,4.459,0.14,5874.65,85.38,-0.032,0.092
88994,125305027,21/02/2013,130.38304,-5.441878,G5,-999,0.00015257,3.08E-05,,,,,,,,
94215,198608158,26/12/2013,38.2329867,2.5954987,G3,-999,-0.000178757,2.84E-05,-53.59,8.51,4.184,0.183,5423.39,111.71,-0.636,0.12
56910,277603063,08/12/2014,129.904101,38.295653,G5,-999,0.00013049,1.10E-05,39.12,3.31,3.069,0.035,4908.62,24.43,-0.183,0.021
40261,95013037,24/12/2012,153.249326,3.411941,G7,-999,0.00029055,7.90E-06,,,,,,,,
81739,254302080,15/10/2014,78.5113042,15.4890764,gM2,13.07279968,0.00020766,5.55E-06,,,2.841,0.2,3535.94,83.54,,
54878,146913052,21/04/2013,226.85611,46.829303,G5,-999,-7.36E-05,1.24E-05,-22.05,3.73,3.17,0.039,4856.24,28.49,-0.137,0.027
19960,495612009,15/12/2016,103.6980369,58.2929514,G4,-999,7.63E-05,9.44E-06,22.87,2.83,3.706,0.03,5224.4,20.76,-0.831,0.018
63797,195801221,21/12/2013,88.430904,18.021679,A1,-999,0.000201106,4.26E-05,60.29,12.76,4.124,0.242,9701.3,150.61,0.06,0.159
14524,780209131,26/12/2019,25.8904576,1.022825,G6,-999,-5.81E-05,1.73E-05,-17.42,5.18,4.399,0.071,5641.94,48.04,-0.008,0.049
25240,739911078,31/03/2019,260.420166,-0.740818,K1,12.25,-0.00036925,3.26E-06,,,,,,,,
56315,580311079,13/06/2017,275.9968803,15.2223722,F6,-999,-0.00017392,9.14E-06,-52.14,2.74,4.209,0.019,6349.73,15.05,-0.048,0.008
99887,28601048,12/01/2012,45.376451,26.336868,G8,-999,0.000123385,1.46E-05,36.99,4.39,3.075,0.048,5035.23,36,-0.608,0.035
18251,448511128,29/03/2016,185.131066,50.513847,G2,15.87829971,-8.82E-05,2.09E-05,-26.45,6.26,3.988,0.076,5670.56,54.07,-0.543,0.053
64810,370504223,14/10/2015,63.167299,16.313189,G8,-999,-4.67E-05,1.79E-05,-14,5.38,3.247,0.109,5107.71,67.23,-0.475,0.072
21318,422515055,09/02/2016,136.6083845,41.0661216,A1,-999,0.00011351,8.63E-06,,,,,,,,
61505,782215034,25/11/2019,27.359712,47.675774,dM1,-999,5.60E-06,5.04E-05,,,4.533,0.22,3673.02,109.33,,
66162,203305194,02/01/2014,72.60116,1.7134723,G3,-999,0.000159577,2.78E-05,47.84,8.33,4.569,0.129,5840.37,84.31,-0.182,0.087
25633,191007016,14/12/2013,85.602698,45.959989,G6,17.57929993,7.20E-05,1.32E-05,,,,,,,,
89249,405315122,27/12/2015,117.90133,46.644449,K5,14.99810028,6.02E-05,6.45E-06,,,,,,,,
12784,91413042,09/12/2012,40.2034582,3.7179654,G7,-999,8.05E-05,1.69E-05,,,,,,,,
42038,335612157,20/03/2015,162.8859417,3.6164361,F0,-999,-8.46E-05,1.21E-05,-25.36,3.62,4.204,0.03,6616.56,22.33,-0.195,0.017
18492,29301182,13/01/2012,168.736271,24.724937,G3,13.43640041,0.000175155,1.67E-05,52.51,5.01,4.359,0.052,5702.56,37.32,-0.461,0.035
77135,780505116,26/12/2019,187.64784,13.915395,K5,17.7947998,2.71E-05,1.64E-05,8.12,4.92,4.763,0.052,4320.69,36.13,-0.488,0.031
74769,301302177,21/01/2015,55.719563,33.622128,K7,19.56450081,-3.70E-07,4.17E-05,,,,,,,,
8526,424806044,16/02/2016,184.9213578,20.2815598,G3,-999,-0.00025862,1.52E-05,,,,,,,,
40550,82705242,24/11/2012,17.063513,46.176956,F9,13.57159996,-0.00026898,2.17E-05,,,,,,,,
99966,564213093,21/04/2017,202.5480921,20.6715365,K7,16.45940018,-8.91E-05,1.29E-05,,,,,,,,
98485,426008127,19/02/2016,69.4557992,17.4728731,G5,-999,-5.04E-06,1.34E-05,-1.51,4.02,2.261,0.043,4529.9,30.08,-0.321,0.026
51372,576907010,04/06/2017,276.805172,34.42545,G5,-999,-0.000528899,2.09E-05,-158.56,6.26,1.689,0.143,4482.1,86.7,-0.605,0.094
40813,362802190,01/10/2015,292.47479,47.291039,G2,-999,-0.000138563,1.41E-05,-41.54,4.23,3.837,0.045,5808.22,31.46,0.022,0.027
23402,316816121,10/02/2015,214.125675,20.765489,K5,19.2614994,-4.56E-05,1.31E-05,-13.66,3.92,4.623,0.081,4480.64,49.62,-0.627,0.053
37402,67505114,17/10/2012,324.99468,1.545155,F9,-999,-4.06E-05,1.43E-05,-12.16,4.3,4.397,0.087,5968.66,53.34,-0.283,0.057
15989,426209060,19/02/2016,101.8999031,48.99728639,F5,-999,1.85E-05,7.74E-06,5.56,2.32,4.13,0.016,6547.6,12.73,-0.208,0.007
1695,46303223,11/03/2012,132.06081,8.6016975,A7,-999,-1.18E-05,1.68E-05,-3.55,5.03,4.049,0.053,7600.72,37.71,0.117,0.032
41951,75911228,31/10/2012,7.4801282,38.817963,F8,19.47809982,4.21E-05,1.47E-05,,,,,,,,
58352,322007201,23/02/2015,179.6026725,52.445588,K7,16.80179977,-7.47E-06,1.44E-05,,,,,,,,
2751,200513102,29/12/2013,63.169052,33.652544,K5,-999,-0.000121317,1.90E-05,-36.37,5.69,4.607,0.113,4622.37,69.85,-0.311,0.074
23100,29707206,13/01/2012,73.556057,50.310286,gM1,-999,-0.00014394,6.19E-06,,,3,0.19,3677.86,85.86,,
79413,791813042,18/01/2020,103.2625068,23.472739,F5,-999,-0.000107975,8.47E-06,-32.37,2.54,4.046,0.017,6417.38,13.92,-0.257,0.008
77029,312904141,05/02/2015,91.5876014,33.5623344,F0,-999,-2.94E-06,1.28E-05,-0.88,3.85,4.026,0.027,7427.51,21.23,0.202,0.013
80913,457016124,07/05/2016,197.804087,34.149661,K0,-999,1.87E-05,1.93E-05,5.62,5.79,4.651,0.089,5064.78,58.06,0.066,0.06
54575,365401211,05/10/2015,330.06225,36.944832,G5,13.25189972,-5.04E-05,2.03E-05,-15.1,6.08,4.434,0.128,5567.05,78.07,-0.041,0.084
77198,758906206,29/10/2019,308.838871,7.256792,G9,-999,0.000140697,1.50E-05,42.18,4.5,4.374,0.048,5373.98,33.73,0.328,0.029
49521,234415157,09/04/2014,138.5743,59.193527,G9,13.34449959,2.67E-05,2.25E-05,8,6.76,4.789,0.046,5299.91,37.12,0.103,0.02
99637,333509114,15/03/2015,98.264886,29.375712,dM0,-999,0.00010179,6.69E-06,,,5.031,0.15,3804.01,70.13,,
24993,631513016,17/01/2018,109.89209,58.406653,dM0,16.07220078,-7.45E-05,2.83E-05,,,4.5,0.28,3792.79,122.18,,
59717,686811063,01/11/2018,357.08334,2.3112784,G6,-999,-0.00014359,5.55E-05,,,,,,,,
1095,294006018,08/01/2015,175.06452,46.364619,K0,-999,-3.71E-05,1.97E-05,-11.12,5.9,4.501,0.054,5303.33,39.49,0.376,0.031
41241,270610071,23/11/2014,53.1581423,6.869562,dM4,15.43500042,-7.52E-05,1.46E-05,,,5.151,0.18,3604.91,84.72,,
9255,296203168,11/01/2015,101.96632,38.962742,F9,-999,-5.98E-05,1.41E-05,-17.94,4.23,4.209,0.042,5975.18,30.5,-0.281,0.025
39404,630107197,13/01/2018,40.328067,41.523719,K5,14.36520004,-0.000143232,1.87E-05,-42.94,5.62,4.677,0.079,4326.6,53.23,-0.107,0.054
32082,393710198,23/12/2015,69.5186719,48.7063194,A2,-999,-0.00025599,9.60E-07,,,,,,,,
84268,249815146,29/09/2014,56.11609,20.87218,G0,13.81429958,9.72E-05,1.38E-05,,,,,,,,
51313,491908055,09/12/2016,154.472858,20.987546,K3,-999,-0.000143933,1.81E-05,-43.15,5.42,4.655,0.118,4682.85,71.76,-0.33,0.077
6748,108711094,17/01/2013,105.54674,25.996896,A8,14.46479988,6.00E-06,3.51E-05,1.8,10.52,4.168,0.232,7017.63,141.27,-0.195,0.137
28667,661005180,16/04/2018,183.7336516,39.4760122,G7,15.34259987,-4.20E-05,2.63E-05,-12.6,7.87,4.467,0.102,5448.97,70.75,-0.048,0.071
79417,743203086,06/05/2019,180.325357,12.916942,G2,19.83169937,2.87E-06,1.34E-05,0.86,4.03,4.209,0.042,5691.33,29.86,-0.461,0.025
8743,91916087,09/12/2012,113.02662,33.399657,G6,16.84210014,4.79E-05,2.02E-05,14.35,6.06,3.745,0.115,5285.94,71.34,-0.313,0.076
83670,392213220,20/12/2015,22.542071,42.34454,G3,-999,-0.000214582,1.29E-05,-64.33,3.86,4.379,0.041,5801.79,28.82,-0.298,0.025
76539,168008120,21/10/2013,22.62964,43.754845,F9,-999,-7.63E-05,2.95E-05,-22.86,8.84,4.614,0.193,5870.46,117.33,0.052,0.126
41970,78404178,14/11/2012,97.983239,32.684178,A1,18.02339935,0.00011933,0.334585,,,,,,,,
3414,136414061,20/03/2013,137.51852,52.582313,F0,-999,-6.72E-05,4.10E-06,,,,,,,,
20254,7711111,24/11/2011,16.364278,32.149639,G0,-999,-0.000198004,3.10E-05,-59.36,9.28,3.822,0.197,5447.74,120.25,-1.056,0.129
66415,5008014,14/11/2011,43.069952,53.201987,K7,-999,-0.00014015,1.63E-05,,,,,,,,
32812,713502221,09/01/2019,147.5504898,55.3305947,dM0,-999,-0.00021581,2.21E-05,,,4.938,0.29,3798.68,154.19,,
95642,498308220,19/12/2016,112.94781,46.479194,G6,19.73660088,-0.000215316,2.30E-05,-64.55,6.91,4.35,0.115,5508.81,73.59,0.187,0.077
92378,370605134,14/10/2015,93.031429,18.541842,G5,14.27359962,9.68E-05,1.15E-05,29.01,3.44,2.069,0.08,4778.29,48.21,-0.686,0.052
7501,699506218,10/12/2018,10.281499,22.3487494,F5,-999,-3.92E-05,1.62E-05,-11.75,4.85,4.057,0.138,6179.85,81.67,-0.322,0.09
72712,767512040,20/11/2019,329.9891,34.078368,G5,17.58659935,-0.000540341,1.89E-05,-161.99,5.66,2.477,0.058,4360.71,43.52,-0.218,0.041
58701,61809141,06/10/2012,13.023941,45.311452,F2,15.33469963,6.79E-05,2.58E-05,20.37,7.73,3.931,0.165,5819.02,100.43,-0.814,0.108
57981,473407107,30/10/2016,72.5545128,24.6957017,F5,-999,-1.94E-05,1.42E-05,-5.81,4.27,4.027,0.054,6219.02,37.83,-0.004,0.038
26435,571509037,13/05/2017,292.272152,3.933956,A7,18.42900085,2.64E-05,2.60E-05,7.9,7.78,3.906,0.112,7575.55,74.98,-0.246,0.076
78185,571215153,13/05/2017,206.39477,14.717858,K5,18.07449913,5.44E-05,1.65E-05,16.32,4.95,4.585,0.052,4300.67,37.02,-0.061,0.031
97757,278615031,11/12/2014,133.643317,53.776279,F5,-999,-0.000117148,1.24E-05,-35.12,3.72,4.029,0.03,6430.65,22.48,-0.019,0.016
84293,419214040,04/02/2016,63.124221,14.331117,F5,-999,-1.66E-05,1.69E-05,-4.99,5.06,4.066,0.053,6312.88,37.32,-0.251,0.032
25591,46307123,11/03/2012,134.05018,6.6377863,G3,-999,0.000377028,1.50E-05,113.03,4.49,4.191,0.046,5505.04,33.85,-0.449,0.032
63034,44414069,26/02/2012,98.079727,4.815878,F0,-999,0.000123319,1.13E-05,36.97,3.38,3.865,0.024,7473.58,19.07,0.12,0.013
89431,450701146,07/04/2016,219.848644,16.6054536,F0,-999,-7.68E-05,3.67E-05,-23.02,11.01,4.061,0.25,5930.29,151.53,-1.8,0.164
34716,628403175,10/01/2018,133.6861514,18.491489,F0,-999,-0.000462854,4.00E-05,-138.76,12,3.953,0.256,6155.32,156.27,-1.559,0.168
56714,600112004,10/11/2017,71.20078,51.568011,F0,19.10180092,-0.000141865,1.88E-05,-42.53,5.65,3.926,0.124,7144.45,75.57,-0.201,0.081
11939,451503216,09/04/2016,120.3732203,13.7368886,F2,19.17740059,8.95E-05,1.52E-05,26.82,4.56,4.165,0.048,6102.96,34.15,-0.126,0.029
47875,468601101,09/09/2016,323.883989,-5.252611,G9,13.03520012,-5.84E-06,1.15E-05,-1.75,3.45,3.505,0.036,4998.28,25.48,-0.486,0.021
23340,84003196,25/11/2012,30.313744,41.31432,G7,-999,-0.00018242,4.43E-06,,,,,,,,
98148,66103179,12/10/2012,359.28331,2.615678,dM0,14.74100018,-0.00014132,8.21E-06,,,4.93,0.14,3876.29,71.81,,
32459,507515230,03/01/2017,26.096208,18.190115,K3,14.66530037,-7.42E-05,1.77E-05,-22.23,5.3,4.684,0.059,4806.05,43.63,0.177,0.042
94673,108410179,17/01/2013,74.973898,50.556159,G5,-999,7.78E-05,1.57E-05,23.33,4.7,2.58,0.081,4823.6,51.51,-0.055,0.054
291,74711098,29/10/2012,98.355889,34.60697,G8,17.07320023,0.00019062,2.40E-05,,,,,,,,
70191,714914112,11/01/2019,148.9845931,3.8266144,dM2,16.61240005,0.00017038,1.89E-05,,,4.5,0.21,3767.68,98.32,,
28103,313707052,06/02/2015,103.3968731,20.2271372,G7,-999,5.35E-05,1.80E-05,16.03,5.39,3.2,0.071,5225.03,48.96,-0.096,0.049
69445,353901061,13/09/2015,12.104286,36.20309,dM1,16.63850021,-0.00013226,9.83E-06,,,4.999,0.2,3841.46,94.86,,
96628,162510220,06/10/2013,75.993938,35.438277,A7,-999,-4.26E-05,3.04E-05,-12.78,9.12,4.043,0.414,6987.34,266.13,-0.173,0.248
91610,230509204,26/03/2014,134.67733,17.732539,G7,-999,5.03E-05,1.33E-05,15.08,3.99,4.197,0.041,5500.88,29.64,0.207,0.027
48171,133606032,09/03/2013,239.064578,-1.260853,F2,-999,-0.000181025,1.52E-05,-54.27,4.57,4.251,0.047,6153.96,35.91,-0.283,0.034
30543,451608214,12/04/2016,145.474677,52.063076,F2,-999,0.000339468,2.53E-05,101.77,7.57,4.368,0.106,5892.77,71.34,-1.14,0.072
46185,490614142,08/12/2016,339.511895,22.993663,G8,-999,-0.000136161,1.67E-05,-40.82,5,2.324,0.045,4843.78,33.22,-0.518,0.026
86852,605308038,17/11/2017,97.163058,7.0152613,G5,-999,0.000188831,1.94E-05,56.61,5.83,2.745,0.123,5181.37,75.21,-0.122,0.081
51843,33809067,26/01/2012,90.03256,30.081124,A5,16.12680054,0.00013327,6.60E-06,,,,,,,,
67590,426705103,19/02/2016,234.130355,53.683763,G3,18.80290031,-8.94E-06,1.45E-05,-2.68,4.36,4.344,0.042,5734.31,30.15,-0.14,0.024
49558,603080,25/10/2011,331.006431,30.321621,F9,14.11439991,-0.000301108,2.10E-05,-90.27,6.29,4.164,0.066,5674.15,47.03,0.19,0.04
129,41713099,15/02/2012,183.365721,-0.453145,G3,18.54220009,0.000788379,3.07E-05,,,,,,,,
64989,270413234,22/11/2014,348.02796,57.541531,K5,14.30900002,-3.46E-05,1.08E-05,-10.38,3.25,4.604,0.079,4122.58,47.6,-0.118,0.052
16026,174301174,05/11/2013,85.591173,31.39146,A1,-999,-9.97E-05,2.21E-05,-29.89,6.63,4.166,0.159,10198.9,95.84,-0.069,0.104
27652,62215108,07/10/2012,30.679696,13.465211,K4,-999,2.71E-05,3.37E-05,,,,,,,,
79976,346116063,12/05/2015,203.075402,10.070139,F7,20.33379936,0.00020024,1.22E-05,,,,,,,,
29018,495304247,15/12/2016,57.028893,45.963956,A7,15.51749992,0.00035389,2.67E-05,,,,,,,,
64657,194508055,19/12/2013,11.325321,23.53871,F5,-999,-0.000128122,1.28E-05,-38.41,3.83,4.22,0.034,6256.97,24.85,-0.084,0.019
30606,198703207,26/12/2013,84.632028,23.137134,K3,-999,-7.84E-05,1.10E-05,,,,,,,,
41939,484214111,27/11/2016,349.959487,9.4264947,K3,16.94759941,-0.00023598,1.44E-05,,,,,,,,
58101,299510056,18/01/2015,105.52668,31.952591,F5,-999,7.31E-05,0.00026115,,,,,,,,
12273,286704057,27/12/2014,40.3124714,4.162995,K4,-999,4.31E-05,1.01E-05,12.92,3.04,4.706,0.087,4702.48,51.44,0.056,0.057
75273,387814152,11/12/2015,66.18626,0.479673,G5,14.06770039,0.000107641,1.74E-05,32.27,5.21,2.015,0.05,4559.53,36.1,-0.302,0.029
18170,238407181,04/05/2014,181.21346,2.165123,F6,-999,-5.57E-05,3.52E-05,-16.69,10.55,4.217,0.243,6179.79,146.8,-0.864,0.159
35011,806609157,28/02/2020,101.1541657,24.098945,F9,15.00370026,8.36E-05,1.25E-05,25.05,3.74,4.517,0.027,5743,20.96,0.22,0.014
26394,814208056,27/03/2020,217.832308,25.900785,G3,14.23040009,-0.000118415,1.24E-05,-35.5,3.72,4.217,0.038,5786.86,27.46,0.042,0.023
47623,657501205,21/03/2018,243.389425,50.952717,K3,20.37330055,-7.51E-05,2.23E-05,-22.52,6.7,4.545,0.14,4722.11,85.69,-0.348,0.092
23810,140414083,02/04/2013,112.19441,23.985085,K7,-999,-9.11E-05,1.38E-05,-27.3,4.15,4.72,0.078,4121.64,48.68,-0.151,0.052
69589,532405045,09/02/2017,121.560923,54.720233,G7,-999,-0.00018048,3.51E-05,,,,,,,,
53740,107008019,15/01/2013,59.975918,2.452198,G6,-999,-5.27E-05,1.31E-05,-15.81,3.94,3.852,0.059,5459.47,38.79,0.168,0.04
98035,630608015,14/01/2018,33.337389,41.400869,F3,15.24549961,-0.00028373,1.46E-05,-85.06,4.37,4.166,0.046,6518.63,32.76,-0.517,0.028
20131,61209072,06/10/2012,55.780705,8.714429,G7,-999,-1.49E-05,1.42E-05,-4.46,4.27,4.546,0.062,5448.36,41.1,0.122,0.042
30288,469002020,09/09/2016,293.4854983,26.6060128,G5,-999,-4.90E-06,1.64E-05,-1.47,4.92,2.763,0.063,4923.09,43.92,-0.013,0.044
89814,456007230,24/04/2016,157.661048,8.32044,G7,-999,-1.07E-05,2.09E-05,-3.22,6.27,4.726,0.092,5200.98,61.05,-0.427,0.062
61754,230114114,25/03/2014,207.816615,32.146432,F6,15.93500042,-0.000521127,1.94E-05,-156.23,5.82,4.115,0.144,6237.1,86.13,-0.766,0.094
35723,278808132,11/12/2014,19.011104,46.356985,K5,-999,-0.000208744,1.67E-05,-62.58,5,4.707,0.114,4601.35,68.79,-0.488,0.074
26108,50914241,14/05/2012,208.32154,10.108918,K7,-999,-5.44E-05,1.50E-05,-16.32,4.51,4.529,0.122,4119.44,72.89,-1.337,0.08
57527,148811112,29/04/2013,251.565499,57.531181,G6,13.98079968,-7.25E-05,1.87E-05,-21.74,5.6,4.358,0.107,5584.15,66.44,0.118,0.07
72217,332507020,11/03/2015,207.083086,-1.036138,F9,-999,-2.05E-05,1.04E-05,-6.16,3.13,4.235,0.031,6018.72,22.26,-0.204,0.018
14465,165504006,16/10/2013,42.708208,31.996944,G9,18.36459923,0.000118015,1.40E-05,35.38,4.19,3.657,0.044,5177.76,31.4,-0.079,0.027
24858,308910052,31/01/2015,50.7102353,10.6938519,G5,12.23509979,8.56E-05,1.21E-05,25.67,3.64,2.194,0.066,4884.66,41.48,-0.535,0.044
81968,168316164,23/10/2013,23.739052,22.8539,G2,-999,-3.43E-05,2.74E-05,-10.29,8.21,4.358,0.116,5803.79,77.78,-0.511,0.079
6448,235413057,20/04/2014,246.491171,39.924904,G2,-999,-9.36E-05,2.06E-05,-28.06,6.19,4.377,0.11,5983.74,69.2,-0.342,0.073
4879,500309221,24/12/2016,140.6968477,37.1625598,K7,-999,-4.68E-06,7.46E-06,,,,,,,,
91463,385911166,03/12/2015,0.1007085,22.7894663,dM3,15.45660019,-0.00013753,5.45E-05,,,5.139,0.26,3544.59,137.42,,
46196,644810081,12/02/2018,219.647138,21.882741,K4,-999,0.000117348,1.43E-05,35.18,4.29,4.547,0.046,4636.25,31.96,-0.073,0.028
74670,592912118,15/10/2017,106.9263933,16.8084075,F5,-999,-0.000153206,1.23E-05,-45.93,3.69,4.143,0.03,6226.8,22.35,-0.426,0.016
72989,5309117,14/11/2011,107.51824,29.226097,G7,18.39889908,4.23E-05,2.64E-05,,,,,,,,
50086,260211238,05/11/2014,352.269205,21.692607,G3,13.48239994,-0.000147535,1.25E-05,-44.23,3.75,4.328,0.044,5759.6,31.91,-0.077,0.031
41845,699507146,10/12/2018,10.456879,22.061919,F5,-999,2.09E-05,2.33E-05,6.26,6.99,4.106,0.147,6153.88,90.08,-0.538,0.097
50650,151612025,07/05/2013,257.861073,31.170417,G7,13.79730034,0.00024451,1.65E-05,,,,,,,,
46199,169112226,23/10/2013,333.178354,23.814291,G3,12.85050011,-0.00029866,1.11E-05,,,,,,,,
42953,281004030,17/12/2014,19.802791,29.17636,G8,15.2184,-8.84E-06,1.67E-05,-2.65,5,4.72,0.052,5250.29,36.29,-0.132,0.033
7919,282215008,20/12/2014,55.691482,20.606503,G0,-999,-7.27E-05,2.53E-05,-21.8,7.58,3.292,0.185,5470.55,110.98,-0.75,0.121
46107,574213178,24/05/2017,287.096591,35.729323,G7,-999,-7.62E-05,2.40E-05,-22.84,7.2,2.948,0.144,4872.13,88.83,-0.568,0.095
69268,392911033,21/12/2015,17.884904,40.589329,G5,-999,-0.000210279,1.18E-05,-63.04,3.54,4.342,0.037,5585.28,26.32,-0.046,0.022
89056,83913024,25/11/2012,34.494982,42.13237,F0,13.12320042,-0.000124653,1.36E-05,-37.37,4.08,3.912,0.061,6434.74,40.24,-0.358,0.041
14193,603813144,20/11/2017,136.252829,22.572924,G3,-999,1.34E-05,2.03E-05,4.01,6.1,4.413,0.15,5389.6,90.07,-0.516,0.098
88665,95101125,24/12/2012,175.918976,0.311041,F5,-999,-2.07E-05,1.92E-05,-6.21,5.77,4.224,0.06,6383.65,44.58,-0.394,0.042
63231,191911059,15/12/2013,95.383661,49.05798,G5,-999,-6.74E-05,1.02E-05,-20.2,3.05,2.444,0.032,4817.45,22.42,-0.198,0.019
50803,69216187,20/10/2012,11.150941,39.777665,G7,20.16550064,-0.000154507,1.25E-05,-46.32,3.74,3.58,0.11,5029.09,64.96,-0.228,0.072
91083,91008115,08/12/2012,76.074889,26.411509,G3,-999,0.00015895,1.58E-05,,,,,,,,
20336,336613018,22/03/2015,167.998424,-2.909456,F7,-999,4.10E-06,2.78E-05,1.23,8.34,4.326,0.149,6159.71,93.94,-0.698,0.099
57176,782712047,30/12/2019,75.3945749,32.5038407,A1,-999,8.05E-06,4.30E-07,,,,,,,,
73200,341507211,13/04/2015,253.124545,3.120147,G2,-999,-0.00018529,2.46E-05,,,,,,,,
95371,108612208,17/01/2013,81.719721,52.824953,A2,17.15719986,3.28E-05,2.25E-05,9.84,6.75,3.968,0.136,7177.1,83.69,-0.177,0.089
64098,510603166,06/01/2017,33.107345,36.881371,K4,-999,-0.00012494,2.89E-06,,,,,,,,
56808,427901250,20/02/2016,57.6414197,14.9702828,G8,-999,-3.01E-05,5.80E-06,,,,,,,,
38608,183705108,25/11/2013,117.56614,26.499514,F2,16.08580017,0.000111611,1.67E-05,33.46,5.01,4.025,0.052,5925.08,38.38,-0.608,0.036
13571,813307246,23/03/2020,193.810234,17.174101,G8,15.56700039,-0.00026952,2.39E-05,-80.8,7.16,4.562,0.119,4979.13,76.08,-0.262,0.079
15332,405414207,27/12/2015,23.165526,49.088118,F0,17.55960083,2.79E-05,2.22E-05,8.36,6.66,4.231,0.12,6487.7,75.27,-0.235,0.079
92357,777706164,19/12/2019,143.853116,-1.961845,G1,19.00309944,-7.60E-05,1.72E-05,-22.77,5.17,4.44,0.115,5693.74,69.83,-0.607,0.075
31632,342111081,20/04/2015,195.264525,12.738582,K5,13.88840008,-5.50E-05,1.09E-05,-16.49,3.26,4.543,0.096,4333.93,56.62,-0.013,0.062
71062,77515026,13/11/2012,37.842879,4.8677328,F0,-999,0.00017099,3.08E-05,,,,,,,,
30068,191802216,15/12/2013,93.095983,45.353695,G5,16.31389999,-3.35E-05,7.97E-06,-10.03,2.39,2.404,0.04,4792.46,25.55,-0.453,0.027
69707,265016126,11/11/2014,19.45393,30.672887,G3,-999,-0.000164914,1.70E-05,-49.44,5.09,4.182,0.058,5559.24,42.67,-0.017,0.042
84940,712806104,08/01/2019,86.606179,6.7078747,F0,15.61550045,2.54E-05,3.12E-05,,,,,,,,
100258,191201075,14/12/2013,117.17073,10.563307,F0,-999,-3.98E-05,4.77E-06,-11.93,1.43,4.051,0.01,7029.61,7.86,-0.011,0.004
95882,130811229,05/03/2013,78.059574,28.298783,K3,-999,-0.00010075,5.81E-06,,,,,,,,
15048,314214086,06/02/2015,202.826498,34.715428,K1,13.68400002,-0.000120217,1.40E-05,-36.04,4.19,4.182,0.045,5479.69,33.93,0.355,0.033
60186,680611214,13/10/2018,11.8921686,26.5399506,dM0,-999,-0.0001469,9.90E-06,,,5.271,0.16,3706.61,79.74,,
42184,343406208,23/04/2015,158.283866,41.726496,G3,-999,-0.000122952,1.37E-05,-36.86,4.11,4.282,0.038,5860.52,27.94,0.109,0.022
42685,25816194,03/01/2012,66.832172,30.345632,G1,15.38759995,-6.80E-05,2.37E-05,,,,,,,,
45680,547215017,02/03/2017,207.840615,29.731876,G2,15.97869968,2.66E-05,1.53E-05,7.96,4.58,4.294,0.048,5709.17,33.94,-0.732,0.029
95350,149907234,03/05/2013,233.217772,49.871203,G0,-999,-0.000118148,1.53E-05,-35.42,4.58,4.18,0.048,5706.52,33.42,-0.693,0.03
40384,308715044,30/01/2015,195.722033,39.330288,G7,19.24880028,-0.000138062,1.67E-05,-41.39,5,4.478,0.056,5328.17,41.35,-0.413,0.04
15751,656113207,15/03/2018,234.221769,16.771622,dM2,19.46839905,0.00017602,4.48E-05,,,5.126,0.27,3525.71,145.47,,
13684,164510104,15/10/2013,351.134583,23.956951,G2,-999,3.34E-07,1.04E-05,0.1,3.13,4.281,0.033,5902.3,23.39,-0.186,0.02
61301,442914066,21/03/2016,126.023596,11.878925,A2,13.56739998,0.00038359,1.36E-05,,,,,,,,
55231,19607139,22/12/2011,181.379034,5.69749,G8,16.11190033,2.14E-05,1.75E-05,6.41,5.26,4.527,0.156,5076.71,92.38,-0.274,0.102
8878,811103,27/10/2011,60.546119,30.616518,G7,-999,-7.86E-05,1.85E-05,,,,,,,,
41461,319508027,16/02/2015,114.39181,37.075844,F9,-999,-5.07E-05,2.56E-05,-15.19,7.68,4.509,0.201,5524.16,120.25,-0.437,0.131
76058,283002108,21/12/2014,120.60722,20.203831,K3,-999,3.93E-06,-5,,,,,,,,
2648,804605113,19/02/2020,58.3416061,16.6434633,F5,-999,-5.38E-05,1.15E-05,-16.13,3.44,4.047,0.023,6600.93,18.88,0.202,0.011
95993,164812073,15/10/2013,14.070785,23.27916,F6,-999,-0.00016408,1.41E-05,-49.19,4.24,4.254,0.037,6429.23,27.14,0.041,0.021
70555,689011079,09/11/2018,353.60863,51.826554,F7,-999,-0.000118982,2.29E-05,-35.67,6.88,4.251,0.172,5987.29,103.12,-0.103,0.112
78796,174503240,06/11/2013,112.37107,22.608851,F9,17.13699913,2.23E-05,6.02E-05,,,,,,,,
